,HARPNUM,file_name,label
11938,2748,hmi.sharp_cea_720s.2748.20130524_000000_TAI,0
14529,4038,hmi.sharp_cea_720s.4038.20140427_080000_TAI,0
28861,7703,hmi.sharp_cea_720s.7703.20210814_180000_TAI,0
14919,4083,hmi.sharp_cea_720s.4083.20140429_080000_TAI,0
21551,6015,hmi.sharp_cea_720s.6015.20151021_050000_TAI,1
17372,4618,hmi.sharp_cea_720s.4618.20140930_080000_TAI,0
19338,5692,hmi.sharp_cea_720s.5692.20150626_010000_TAI,1
20104,5848,hmi.sharp_cea_720s.5848.20150809_010000_TAI,1
9782,2519,hmi.sharp_cea_720s.2519.20130304_220000_TAI,1
25561,7187,hmi.sharp_cea_720s.7187.20171110_020000_TAI,0
27020,7468,hmi.sharp_cea_720s.7468.20201105_070000_TAI,1
6067,902,hmi.sharp_cea_720s.902.20111002_150000_TAI,1
15579,4205,hmi.sharp_cea_720s.4205.20140610_070000_TAI,1
19909,5823,hmi.sharp_cea_720s.5823.20150730_160000_TAI,0
3539,625,hmi.sharp_cea_720s.625.20110525_170000_TAI,1
7989,1275,hmi.sharp_cea_720s.1275.20120108_200000_TAI,1
1376,296,hmi.sharp_cea_720s.296.20101211_080000_TAI,0
17496,4640,hmi.sharp_cea_720s.4640.20141004_080000_TAI,0
61,23,hmi.sharp_cea_720s.23.20100520_000000_TAI,0
22095,6124,hmi.sharp_cea_720s.6124.20151127_080000_TAI,0
14313,3158,hmi.sharp_cea_720s.3158.20130906_000000_TAI,0
7081,1113,hmi.sharp_cea_720s.1113.20111127_030000_TAI,1
19786,5789,hmi.sharp_cea_720s.5789.20150717_080000_TAI,0
1762,369,hmi.sharp_cea_720s.369.20110208_180000_TAI,0
13866,3097,hmi.sharp_cea_720s.3097.20130821_150000_TAI,1
15305,4135,hmi.sharp_cea_720s.4135.20140514_150000_TAI,0
7014,1092,hmi.sharp_cea_720s.1092.20111126_040000_TAI,1
30072,8602,hmi.sharp_cea_720s.8602.20220920_070000_TAI,1
23003,6750,hmi.sharp_cea_720s.6750.20160909_000000_TAI,0
25526,7171,hmi.sharp_cea_720s.7171.20171028_080000_TAI,0
14090,3124,hmi.sharp_cea_720s.3124.20130902_160000_TAI,0
9264,1465,hmi.sharp_cea_720s.1465.20120312_010000_TAI,0
500,99,hmi.sharp_cea_720s.99.20100728_080000_TAI,0
15543,4195,hmi.sharp_cea_720s.4195.20140603_080000_TAI,0
21038,5982,hmi.sharp_cea_720s.5982.20150922_070000_TAI,0
12268,2821,hmi.sharp_cea_720s.2821.20130609_000000_TAI,0
1694,356,hmi.sharp_cea_720s.356.20110202_000000_TAI,0
12590,2887,hmi.sharp_cea_720s.2887.20130626_090000_TAI,1
29667,8558,hmi.sharp_cea_720s.8558.20220902_150000_TAI,1
5093,797,hmi.sharp_cea_720s.797.20110817_080000_TAI,0
25097,7110,hmi.sharp_cea_720s.7110.20170825_020000_TAI,1
672,146,hmi.sharp_cea_720s.146.20100902_000000_TAI,0
7295,1149,hmi.sharp_cea_720s.1149.20111204_100000_TAI,1
14811,4073,hmi.sharp_cea_720s.4073.20140502_220000_TAI,1
25423,7147,hmi.sharp_cea_720s.7147.20170929_080000_TAI,0
23694,6900,hmi.sharp_cea_720s.6900.20161230_180000_TAI,0
23477,6868,hmi.sharp_cea_720s.6868.20161203_080000_TAI,0
7314,1149,hmi.sharp_cea_720s.1149.20111205_050000_TAI,0
6418,975,hmi.sharp_cea_720s.975.20111019_000000_TAI,0
4119,705,hmi.sharp_cea_720s.705.20110717_080000_TAI,0
64,23,hmi.sharp_cea_720s.23.20100523_080000_TAI,0
14874,4075,hmi.sharp_cea_720s.4075.20140429_150000_TAI,1
21574,6015,hmi.sharp_cea_720s.6015.20151023_050000_TAI,1
3849,676,hmi.sharp_cea_720s.676.20110625_080000_TAI,0
29262,8531,hmi.sharp_cea_720s.8531.20220817_220000_TAI,0
2637,407,hmi.sharp_cea_720s.407.20110315_000000_TAI,1
28558,7643,hmi.sharp_cea_720s.7643.20210702_080000_TAI,0
18542,5613,hmi.sharp_cea_720s.5613.20150523_080000_TAI,0
19346,5693,hmi.sharp_cea_720s.5693.20150618_080000_TAI,0
23701,6902,hmi.sharp_cea_720s.6902.20170102_080000_TAI,0
5056,785,hmi.sharp_cea_720s.785.20110818_030000_TAI,0
5880,892,hmi.sharp_cea_720s.892.20110930_210000_TAI,1
8352,1338,hmi.sharp_cea_720s.1338.20120131_090000_TAI,1
12797,2912,hmi.sharp_cea_720s.2912.20130629_070000_TAI,1
17937,5519,hmi.sharp_cea_720s.5519.20150429_080000_TAI,0
17501,4640,hmi.sharp_cea_720s.4640.20141009_160000_TAI,0
2362,401,hmi.sharp_cea_720s.401.20110307_030000_TAI,1
15628,4214,hmi.sharp_cea_720s.4214.20140608_090000_TAI,0
17103,4556,hmi.sharp_cea_720s.4556.20140921_000000_TAI,0
17536,4661,hmi.sharp_cea_720s.4661.20141005_210000_TAI,0
7521,1186,hmi.sharp_cea_720s.1186.20111221_050000_TAI,0
28024,7589,hmi.sharp_cea_720s.7589.20210517_180000_TAI,0
1787,371,hmi.sharp_cea_720s.371.20110212_050000_TAI,1
7793,1249,hmi.sharp_cea_720s.1249.20120104_150000_TAI,1
8684,1405,hmi.sharp_cea_720s.1405.20120219_070000_TAI,1
17275,4610,hmi.sharp_cea_720s.4610.20140928_190000_TAI,1
28293,7606,hmi.sharp_cea_720s.7606.20210605_080000_TAI,0
17024,4539,hmi.sharp_cea_720s.4539.20140913_000000_TAI,0
4603,750,hmi.sharp_cea_720s.750.20110804_120000_TAI,1
6517,1016,hmi.sharp_cea_720s.1016.20111029_080000_TAI,0
21094,5983,hmi.sharp_cea_720s.5983.20150923_100000_TAI,1
21616,6017,hmi.sharp_cea_720s.6017.20151020_080000_TAI,0
9272,1465,hmi.sharp_cea_720s.1465.20120312_110000_TAI,1
12674,2887,hmi.sharp_cea_720s.2887.20130630_120000_TAI,1
5022,779,hmi.sharp_cea_720s.779.20110811_080000_TAI,0
26437,7350,hmi.sharp_cea_720s.7350.20190320_190000_TAI,1
24406,7016,hmi.sharp_cea_720s.7016.20170518_220000_TAI,0
14104,3129,hmi.sharp_cea_720s.3129.20130829_080000_TAI,1
21589,6015,hmi.sharp_cea_720s.6015.20151023_200000_TAI,1
13036,2952,hmi.sharp_cea_720s.2952.20130716_100000_TAI,1
12100,2776,hmi.sharp_cea_720s.2776.20130530_160000_TAI,0
8452,1355,hmi.sharp_cea_720s.1355.20120128_080000_TAI,0
8920,1441,hmi.sharp_cea_720s.1441.20120304_080000_TAI,0
15649,4222,hmi.sharp_cea_720s.4222.20140611_000000_TAI,0
25784,7237,hmi.sharp_cea_720s.7237.20180210_090000_TAI,1
10839,2656,hmi.sharp_cea_720s.2656.20130411_190000_TAI,0
27,8,hmi.sharp_cea_720s.8.20100506_150000_TAI,0
25414,7144,hmi.sharp_cea_720s.7144.20170927_150000_TAI,0
5539,850,hmi.sharp_cea_720s.850.20110915_230000_TAI,1
926,211,hmi.sharp_cea_720s.211.20101015_230000_TAI,1
20552,5908,hmi.sharp_cea_720s.5908.20150827_000000_TAI,0
17305,4610,hmi.sharp_cea_720s.4610.20141003_210000_TAI,1
20643,5916,hmi.sharp_cea_720s.5916.20150830_220000_TAI,0
28864,7703,hmi.sharp_cea_720s.7703.20210817_000000_TAI,0
22032,6107,hmi.sharp_cea_720s.6107.20151116_080000_TAI,0
17549,4662,hmi.sharp_cea_720s.4662.20141007_000000_TAI,0
11807,2748,hmi.sharp_cea_720s.2748.20130515_100000_TAI,1
20801,5956,hmi.sharp_cea_720s.5956.20150914_210000_TAI,1
27511,7529,hmi.sharp_cea_720s.7529.20210103_080000_TAI,0
23485,6869,hmi.sharp_cea_720s.6869.20161203_080000_TAI,0
14139,3129,hmi.sharp_cea_720s.3129.20130831_090000_TAI,1
19929,5829,hmi.sharp_cea_720s.5829.20150801_080000_TAI,0
15901,4256,hmi.sharp_cea_720s.4256.20140623_000000_TAI,0
1110,226,hmi.sharp_cea_720s.226.20101025_150000_TAI,1
19396,5712,hmi.sharp_cea_720s.5712.20150626_080000_TAI,0
25094,7110,hmi.sharp_cea_720s.7110.20170824_230000_TAI,1
8334,1335,hmi.sharp_cea_720s.1335.20120117_170000_TAI,0
25508,7167,hmi.sharp_cea_720s.7167.20171026_080000_TAI,0
1050,224,hmi.sharp_cea_720s.224.20101023_080000_TAI,0
27051,7468,hmi.sharp_cea_720s.7468.20201106_140000_TAI,1
1128,226,hmi.sharp_cea_720s.226.20101027_040000_TAI,1
21341,5991,hmi.sharp_cea_720s.5991.20151002_040000_TAI,1
10164,2560,hmi.sharp_cea_720s.2560.20130314_200000_TAI,1
12129,2788,hmi.sharp_cea_720s.2788.20130531_080000_TAI,0
18218,5539,hmi.sharp_cea_720s.5539.20150505_000000_TAI,0
24350,6982,hmi.sharp_cea_720s.6982.20170408_080000_TAI,0
26220,7316,hmi.sharp_cea_720s.7316.20181018_150000_TAI,0
18505,5589,hmi.sharp_cea_720s.5589.20150519_080000_TAI,0
19152,5692,hmi.sharp_cea_720s.5692.20150618_060000_TAI,1
7005,1092,hmi.sharp_cea_720s.1092.20111125_190000_TAI,1
28656,7665,hmi.sharp_cea_720s.7665.20210715_230000_TAI,1
16451,4376,hmi.sharp_cea_720s.4376.20140719_080000_TAI,0
14340,3165,hmi.sharp_cea_720s.3165.20130913_160000_TAI,0
24558,7035,hmi.sharp_cea_720s.7035.20170604_180000_TAI,0
26643,7385,hmi.sharp_cea_720s.7385.20191002_150000_TAI,0
3549,625,hmi.sharp_cea_720s.625.20110530_080000_TAI,0
4410,748,hmi.sharp_cea_720s.748.20110731_010000_TAI,1
28165,7590,hmi.sharp_cea_720s.7590.20210528_110000_TAI,1
16711,4440,hmi.sharp_cea_720s.4440.20140810_080000_TAI,0
28819,7694,hmi.sharp_cea_720s.7694.20210811_000000_TAI,0
7270,1133,hmi.sharp_cea_720s.1133.20111205_080000_TAI,0
12128,2788,hmi.sharp_cea_720s.2788.20130530_160000_TAI,0
2939,461,hmi.sharp_cea_720s.461.20110328_230000_TAI,0
10822,2651,hmi.sharp_cea_720s.2651.20130413_080000_TAI,0
20612,5916,hmi.sharp_cea_720s.5916.20150829_010000_TAI,1
14622,4050,hmi.sharp_cea_720s.4050.20140420_190000_TAI,0
7102,1119,hmi.sharp_cea_720s.1119.20111127_000000_TAI,0
25361,7131,hmi.sharp_cea_720s.7131.20170912_210000_TAI,0
20287,5880,hmi.sharp_cea_720s.5880.20150815_020000_TAI,1
18444,5571,hmi.sharp_cea_720s.5571.20150525_150000_TAI,0
9049,1457,hmi.sharp_cea_720s.1457.20120304_170000_TAI,0
15598,4205,hmi.sharp_cea_720s.4205.20140611_020000_TAI,1
6997,1092,hmi.sharp_cea_720s.1092.20111121_230000_TAI,1
4896,764,hmi.sharp_cea_720s.764.20110805_000000_TAI,1
12306,2825,hmi.sharp_cea_720s.2825.20130610_120000_TAI,1
17424,4623,hmi.sharp_cea_720s.4623.20141005_000000_TAI,1
22729,6206,hmi.sharp_cea_720s.6206.20151229_060000_TAI,1
22,6,hmi.sharp_cea_720s.6.20100505_020000_TAI,0
16020,4288,hmi.sharp_cea_720s.4288.20140629_200000_TAI,1
22300,6172,hmi.sharp_cea_720s.6172.20151211_210000_TAI,1
18891,5658,hmi.sharp_cea_720s.5658.20150609_160000_TAI,1
11103,2673,hmi.sharp_cea_720s.2673.20130423_140000_TAI,1
19238,5692,hmi.sharp_cea_720s.5692.20150621_200000_TAI,1
5923,892,hmi.sharp_cea_720s.892.20111002_200000_TAI,1
5363,833,hmi.sharp_cea_720s.833.20110905_230000_TAI,1
15231,4133,hmi.sharp_cea_720s.4133.20140514_070000_TAI,1
2730,423,hmi.sharp_cea_720s.423.20110314_160000_TAI,0
14025,3119,hmi.sharp_cea_720s.3119.20130901_050000_TAI,1
3651,652,hmi.sharp_cea_720s.652.20110603_080000_TAI,0
8389,1342,hmi.sharp_cea_720s.1342.20120123_180000_TAI,0
23628,6888,hmi.sharp_cea_720s.6888.20161217_220000_TAI,0
22622,6205,hmi.sharp_cea_720s.6205.20160101_000000_TAI,0
28786,7683,hmi.sharp_cea_720s.7683.20210728_170000_TAI,0
26970,7454,hmi.sharp_cea_720s.7454.20201019_080000_TAI,0
20711,5935,hmi.sharp_cea_720s.5935.20150903_000000_TAI,0
2535,407,hmi.sharp_cea_720s.407.20110309_050000_TAI,1
26913,7450,hmi.sharp_cea_720s.7450.20200924_030000_TAI,0
4014,695,hmi.sharp_cea_720s.695.20110708_050000_TAI,1
23691,6899,hmi.sharp_cea_720s.6899.20170103_000000_TAI,0
10255,2587,hmi.sharp_cea_720s.2587.20130401_080000_TAI,0
22155,6151,hmi.sharp_cea_720s.6151.20151205_000000_TAI,0
17114,4559,hmi.sharp_cea_720s.4559.20140911_230000_TAI,0
515,104,hmi.sharp_cea_720s.104.20100731_120000_TAI,1
17744,4698,hmi.sharp_cea_720s.4698.20141023_190000_TAI,1
5790,892,hmi.sharp_cea_720s.892.20110926_080000_TAI,1
18238,5543,hmi.sharp_cea_720s.5543.20150508_020000_TAI,0
5650,869,hmi.sharp_cea_720s.869.20110914_170000_TAI,1
11711,2739,hmi.sharp_cea_720s.2739.20130513_040000_TAI,1
14372,3173,hmi.sharp_cea_720s.3173.20130912_000000_TAI,0
27089,7468,hmi.sharp_cea_720s.7468.20201108_040000_TAI,1
13309,3003,hmi.sharp_cea_720s.3003.20130724_000000_TAI,0
23360,6835,hmi.sharp_cea_720s.6835.20161106_080000_TAI,0
23644,6890,hmi.sharp_cea_720s.6890.20161222_080000_TAI,0
30011,8602,hmi.sharp_cea_720s.8602.20220917_030000_TAI,1
29787,8588,hmi.sharp_cea_720s.8588.20220908_180000_TAI,0
21461,6015,hmi.sharp_cea_720s.6015.20151016_010000_TAI,1
915,208,hmi.sharp_cea_720s.208.20101006_000000_TAI,0
29420,8545,hmi.sharp_cea_720s.8545.20220825_160000_TAI,0
8659,1405,hmi.sharp_cea_720s.1405.20120215_190000_TAI,0
19688,5758,hmi.sharp_cea_720s.5758.20150713_080000_TAI,0
2410,401,hmi.sharp_cea_720s.401.20110309_120000_TAI,1
16142,4321,hmi.sharp_cea_720s.4321.20140705_130000_TAI,1
15908,4261,hmi.sharp_cea_720s.4261.20140619_000000_TAI,0
8423,1349,hmi.sharp_cea_720s.1349.20120126_160000_TAI,0
17377,4619,hmi.sharp_cea_720s.4619.20140930_020000_TAI,0
20133,5848,hmi.sharp_cea_720s.5848.20150811_120000_TAI,1
19812,5801,hmi.sharp_cea_720s.5801.20150722_000000_TAI,0
15845,4243,hmi.sharp_cea_720s.4243.20140614_010000_TAI,0
24054,6972,hmi.sharp_cea_720s.6972.20170326_130000_TAI,1
3859,679,hmi.sharp_cea_720s.679.20110624_090000_TAI,0
1182,245,hmi.sharp_cea_720s.245.20101107_080000_TAI,0
16705,4438,hmi.sharp_cea_720s.4438.20140812_080000_TAI,0
15716,4231,hmi.sharp_cea_720s.4231.20140612_060000_TAI,1
12366,2844,hmi.sharp_cea_720s.2844.20130611_220000_TAI,0
27376,7493,hmi.sharp_cea_720s.7493.20201211_090000_TAI,0
15586,4205,hmi.sharp_cea_720s.4205.20140610_140000_TAI,1
9342,1478,hmi.sharp_cea_720s.1478.20120325_050000_TAI,0
23483,6869,hmi.sharp_cea_720s.6869.20161201_080000_TAI,0
2377,401,hmi.sharp_cea_720s.401.20110308_030000_TAI,1
5698,878,hmi.sharp_cea_720s.878.20110921_060000_TAI,1
5026,779,hmi.sharp_cea_720s.779.20110815_160000_TAI,0
12636,2887,hmi.sharp_cea_720s.2887.20130628_070000_TAI,1
4416,748,hmi.sharp_cea_720s.748.20110731_070000_TAI,1
15965,4284,hmi.sharp_cea_720s.4284.20140701_000000_TAI,0
21463,6015,hmi.sharp_cea_720s.6015.20151016_030000_TAI,1
6625,1048,hmi.sharp_cea_720s.1048.20111108_080000_TAI,0
22460,6178,hmi.sharp_cea_720s.6178.20151223_000000_TAI,0
12073,2759,hmi.sharp_cea_720s.2759.20130521_080000_TAI,0
9198,1462,hmi.sharp_cea_720s.1462.20120313_000000_TAI,0
6927,1092,hmi.sharp_cea_720s.1092.20111119_010000_TAI,1
289,67,hmi.sharp_cea_720s.67.20100701_080000_TAI,0
20492,5885,hmi.sharp_cea_720s.5885.20150827_060000_TAI,1
3436,606,hmi.sharp_cea_720s.606.20110515_220000_TAI,0
8043,1284,hmi.sharp_cea_720s.1284.20120106_100000_TAI,0
8362,1338,hmi.sharp_cea_720s.1338.20120131_200000_TAI,1
20329,5885,hmi.sharp_cea_720s.5885.20150820_070000_TAI,1
15333,4147,hmi.sharp_cea_720s.4147.20140520_080000_TAI,0
3892,684,hmi.sharp_cea_720s.684.20110630_000000_TAI,0
15214,4132,hmi.sharp_cea_720s.4132.20140515_110000_TAI,0
10027,2546,hmi.sharp_cea_720s.2546.20130318_180000_TAI,1
25363,7131,hmi.sharp_cea_720s.7131.20170914_080000_TAI,0
14412,3180,hmi.sharp_cea_720s.3180.20130911_190000_TAI,0
21425,6006,hmi.sharp_cea_720s.6006.20151014_160000_TAI,0
18981,5673,hmi.sharp_cea_720s.5673.20150617_140000_TAI,1
10962,2663,hmi.sharp_cea_720s.2663.20130421_070000_TAI,1
27664,7552,hmi.sharp_cea_720s.7552.20210302_220000_TAI,1
2419,401,hmi.sharp_cea_720s.401.20110309_210000_TAI,1
10705,2636,hmi.sharp_cea_720s.2636.20130410_010000_TAI,1
8600,1389,hmi.sharp_cea_720s.1389.20120212_080000_TAI,0
16113,4312,hmi.sharp_cea_720s.4312.20140701_080000_TAI,0
12008,2754,hmi.sharp_cea_720s.2754.20130517_080000_TAI,1
22636,6206,hmi.sharp_cea_720s.6206.20151224_010000_TAI,1
5568,852,hmi.sharp_cea_720s.852.20110914_000000_TAI,0
2841,451,hmi.sharp_cea_720s.451.20110328_200000_TAI,1
3606,639,hmi.sharp_cea_720s.639.20110608_080000_TAI,0
9418,1488,hmi.sharp_cea_720s.1488.20120326_000000_TAI,0
23384,6838,hmi.sharp_cea_720s.6838.20161115_080000_TAI,0
21471,6015,hmi.sharp_cea_720s.6015.20151016_110000_TAI,1
12942,2945,hmi.sharp_cea_720s.2945.20130715_080000_TAI,0
26411,7350,hmi.sharp_cea_720s.7350.20190319_160000_TAI,1
12541,2875,hmi.sharp_cea_720s.2875.20130621_120000_TAI,1
11250,2691,hmi.sharp_cea_720s.2691.20130502_050000_TAI,1
16991,4532,hmi.sharp_cea_720s.4532.20140906_000000_TAI,0
12810,2912,hmi.sharp_cea_720s.2912.20130702_080000_TAI,0
17619,4687,hmi.sharp_cea_720s.4687.20141023_000000_TAI,0
17728,4698,hmi.sharp_cea_720s.4698.20141023_010000_TAI,1
3103,531,hmi.sharp_cea_720s.531.20110427_000000_TAI,0
5734,887,hmi.sharp_cea_720s.887.20110922_000000_TAI,0
28481,7634,hmi.sharp_cea_720s.7634.20210625_080000_TAI,0
10210,2571,hmi.sharp_cea_720s.2571.20130326_080000_TAI,0
10720,2636,hmi.sharp_cea_720s.2636.20130410_160000_TAI,1
24401,7015,hmi.sharp_cea_720s.7015.20170522_080000_TAI,0
22691,6206,hmi.sharp_cea_720s.6206.20151226_100000_TAI,1
10649,2636,hmi.sharp_cea_720s.2636.20130407_020000_TAI,1
25137,7115,hmi.sharp_cea_720s.7115.20170903_200000_TAI,1
16227,4321,hmi.sharp_cea_720s.4321.20140710_150000_TAI,1
4471,750,hmi.sharp_cea_720s.750.20110729_230000_TAI,1
28517,7638,hmi.sharp_cea_720s.7638.20210628_010000_TAI,1
29316,8539,hmi.sharp_cea_720s.8539.20220822_110000_TAI,1
10753,2636,hmi.sharp_cea_720s.2636.20130412_070000_TAI,1
20,6,hmi.sharp_cea_720s.6.20100503_080000_TAI,0
15841,4242,hmi.sharp_cea_720s.4242.20140618_070000_TAI,0
18518,5598,hmi.sharp_cea_720s.5598.20150520_150000_TAI,0
26802,7425,hmi.sharp_cea_720s.7425.20200702_080000_TAI,0
7045,1109,hmi.sharp_cea_720s.1109.20111122_000000_TAI,0
25084,7110,hmi.sharp_cea_720s.7110.20170824_130000_TAI,1
9803,2519,hmi.sharp_cea_720s.2519.20130305_210000_TAI,0
2405,401,hmi.sharp_cea_720s.401.20110309_070000_TAI,1
25598,7193,hmi.sharp_cea_720s.7193.20171124_080000_TAI,0
27698,7555,hmi.sharp_cea_720s.7555.20210319_000000_TAI,0
6934,1092,hmi.sharp_cea_720s.1092.20111119_080000_TAI,1
22146,6149,hmi.sharp_cea_720s.6149.20151201_080000_TAI,0
6741,1075,hmi.sharp_cea_720s.1075.20111114_170000_TAI,1
3872,682,hmi.sharp_cea_720s.682.20110625_080000_TAI,0
984,211,hmi.sharp_cea_720s.211.20101018_090000_TAI,1
992,211,hmi.sharp_cea_720s.211.20101018_170000_TAI,1
18622,5637,hmi.sharp_cea_720s.5637.20150603_090000_TAI,1
1974,380,hmi.sharp_cea_720s.380.20110219_080000_TAI,0
16536,4388,hmi.sharp_cea_720s.4388.20140727_080000_TAI,0
24005,6962,hmi.sharp_cea_720s.6962.20170228_150000_TAI,0
22713,6206,hmi.sharp_cea_720s.6206.20151228_140000_TAI,1
15984,4288,hmi.sharp_cea_720s.4288.20140627_190000_TAI,1
23957,6952,hmi.sharp_cea_720s.6952.20170223_170000_TAI,1
22997,6257,hmi.sharp_cea_720s.6257.20160111_150000_TAI,0
5516,847,hmi.sharp_cea_720s.847.20110914_000000_TAI,0
18561,5616,hmi.sharp_cea_720s.5616.20150524_080000_TAI,0
18918,5672,hmi.sharp_cea_720s.5672.20150610_210000_TAI,0
3116,535,hmi.sharp_cea_720s.535.20110502_080000_TAI,0
5629,869,hmi.sharp_cea_720s.869.20110913_180000_TAI,1
21332,5991,hmi.sharp_cea_720s.5991.20150927_080000_TAI,0
11095,2673,hmi.sharp_cea_720s.2673.20130423_060000_TAI,1
8970,1447,hmi.sharp_cea_720s.1447.20120308_030000_TAI,0
7031,1093,hmi.sharp_cea_720s.1093.20111123_080000_TAI,0
24918,7103,hmi.sharp_cea_720s.7103.20170810_150000_TAI,0
7288,1149,hmi.sharp_cea_720s.1149.20111204_030000_TAI,1
20111,5848,hmi.sharp_cea_720s.5848.20150809_080000_TAI,0
11084,2673,hmi.sharp_cea_720s.2673.20130422_190000_TAI,1
2185,393,hmi.sharp_cea_720s.393.20110305_010000_TAI,1
18633,5637,hmi.sharp_cea_720s.5637.20150603_200000_TAI,1
18646,5637,hmi.sharp_cea_720s.5637.20150606_200000_TAI,1
1037,223,hmi.sharp_cea_720s.223.20101021_080000_TAI,0
6246,942,hmi.sharp_cea_720s.942.20111010_080000_TAI,0
25800,7237,hmi.sharp_cea_720s.7237.20180211_120000_TAI,1
17444,4623,hmi.sharp_cea_720s.4623.20141005_200000_TAI,1
3654,652,hmi.sharp_cea_720s.652.20110606_080000_TAI,0
5418,833,hmi.sharp_cea_720s.833.20110908_060000_TAI,1
24057,6972,hmi.sharp_cea_720s.6972.20170326_160000_TAI,1
25314,7127,hmi.sharp_cea_720s.7127.20170911_080000_TAI,0
26418,7350,hmi.sharp_cea_720s.7350.20190319_230000_TAI,1
5670,869,hmi.sharp_cea_720s.869.20110915_140000_TAI,1
14337,3165,hmi.sharp_cea_720s.3165.20130910_000000_TAI,0
26870,7436,hmi.sharp_cea_720s.7436.20200814_110000_TAI,1
24633,7058,hmi.sharp_cea_720s.7058.20170625_080000_TAI,0
16528,4384,hmi.sharp_cea_720s.4384.20140722_190000_TAI,0
1468,317,hmi.sharp_cea_720s.317.20101228_080000_TAI,0
23221,6803,hmi.sharp_cea_720s.6803.20161015_080000_TAI,0
24764,7075,hmi.sharp_cea_720s.7075.20170713_080000_TAI,1
16913,4512,hmi.sharp_cea_720s.4512.20140902_000000_TAI,0
24869,7088,hmi.sharp_cea_720s.7088.20170723_160000_TAI,0
2665,411,hmi.sharp_cea_720s.411.20110307_080000_TAI,0
3414,602,hmi.sharp_cea_720s.602.20110514_080000_TAI,0
28493,7635,hmi.sharp_cea_720s.7635.20210630_150000_TAI,0
7832,1270,hmi.sharp_cea_720s.1270.20120101_080000_TAI,0
12198,2808,hmi.sharp_cea_720s.2808.20130605_000000_TAI,0
27277,7493,hmi.sharp_cea_720s.7493.20201203_160000_TAI,1
4567,750,hmi.sharp_cea_720s.750.20110802_230000_TAI,1
18719,5637,hmi.sharp_cea_720s.5637.20150610_050000_TAI,1
17073,4549,hmi.sharp_cea_720s.4549.20140915_000000_TAI,0
18812,5653,hmi.sharp_cea_720s.5653.20150610_040000_TAI,1
8933,1446,hmi.sharp_cea_720s.1446.20120302_080000_TAI,0
380,86,hmi.sharp_cea_720s.86.20100716_210000_TAI,1
22932,6242,hmi.sharp_cea_720s.6242.20160115_120000_TAI,1
10018,2546,hmi.sharp_cea_720s.2546.20130315_020000_TAI,1
24728,7075,hmi.sharp_cea_720s.7075.20170710_000000_TAI,1
13139,2966,hmi.sharp_cea_720s.2966.20130719_080000_TAI,0
5387,833,hmi.sharp_cea_720s.833.20110906_230000_TAI,1
24377,7010,hmi.sharp_cea_720s.7010.20170513_180000_TAI,0
13349,3015,hmi.sharp_cea_720s.3015.20130731_010000_TAI,0
30159,8623,hmi.sharp_cea_720s.8623.20220922_100000_TAI,1
25529,7171,hmi.sharp_cea_720s.7171.20171031_080000_TAI,0
11137,2678,hmi.sharp_cea_720s.2678.20130426_080000_TAI,0
17301,4610,hmi.sharp_cea_720s.4610.20141003_170000_TAI,1
9899,2533,hmi.sharp_cea_720s.2533.20130316_000000_TAI,0
8862,1423,hmi.sharp_cea_720s.1423.20120222_210000_TAI,0
26746,7413,hmi.sharp_cea_720s.7413.20200501_080000_TAI,0
9128,1461,hmi.sharp_cea_720s.1461.20120315_040000_TAI,1
24213,6975,hmi.sharp_cea_720s.6975.20170401_150000_TAI,1
28257,7599,hmi.sharp_cea_720s.7599.20210601_040000_TAI,1
27318,7493,hmi.sharp_cea_720s.7493.20201205_090000_TAI,1
2374,401,hmi.sharp_cea_720s.401.20110308_000000_TAI,1
33,11,hmi.sharp_cea_720s.11.20100503_050000_TAI,0
23425,6846,hmi.sharp_cea_720s.6846.20161117_160000_TAI,0
28418,7633,hmi.sharp_cea_720s.7633.20210630_010000_TAI,1
1215,257,hmi.sharp_cea_720s.257.20101114_210000_TAI,0
10671,2636,hmi.sharp_cea_720s.2636.20130408_140000_TAI,1
13104,2956,hmi.sharp_cea_720s.2956.20130713_080000_TAI,0
7058,1113,hmi.sharp_cea_720s.1113.20111126_040000_TAI,1
17547,4661,hmi.sharp_cea_720s.4661.20141016_010000_TAI,0
27416,7502,hmi.sharp_cea_720s.7502.20201214_120000_TAI,1
23981,6957,hmi.sharp_cea_720s.6957.20170225_000000_TAI,0
18831,5653,hmi.sharp_cea_720s.5653.20150612_080000_TAI,0
6766,1079,hmi.sharp_cea_720s.1079.20111117_080000_TAI,0
10422,2619,hmi.sharp_cea_720s.2619.20130404_080000_TAI,0
17322,4610,hmi.sharp_cea_720s.4610.20141004_230000_TAI,1
17713,4698,hmi.sharp_cea_720s.4698.20141022_090000_TAI,1
25925,7256,hmi.sharp_cea_720s.7256.20180514_080000_TAI,0
7569,1206,hmi.sharp_cea_720s.1206.20111225_000000_TAI,0
17781,4698,hmi.sharp_cea_720s.4698.20141025_140000_TAI,1
6926,1092,hmi.sharp_cea_720s.1092.20111119_000000_TAI,1
2219,393,hmi.sharp_cea_720s.393.20110306_110000_TAI,1
22767,6206,hmi.sharp_cea_720s.6206.20151230_210000_TAI,1
23464,6865,hmi.sharp_cea_720s.6865.20161125_210000_TAI,0
6936,1092,hmi.sharp_cea_720s.1092.20111119_100000_TAI,1
